image,distortion,filename,path,detections,confidence_threshold
TCGA_CS_4941_19960909_11,rotation,TCGA_CS_4941_19960909_11_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_11_rotation.png,0,0.25
TCGA_CS_4941_19960909_11,perspective_warp,TCGA_CS_4941_19960909_11_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_11_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_11,barrel_distortion,TCGA_CS_4941_19960909_11_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_11_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_11,pixelation,TCGA_CS_4941_19960909_11_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_11_pixelation.png,0,0.25
TCGA_CS_4941_19960909_12,original,TCGA_CS_4941_19960909_12_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_original.png,1,0.25
TCGA_CS_4941_19960909_12,gaussian_noise,TCGA_CS_4941_19960909_12_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_gaussian_noise.png,2,0.25
TCGA_CS_4941_19960909_12,salt_and_pepper,TCGA_CS_4941_19960909_12_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_12,gaussian_blur,TCGA_CS_4941_19960909_12_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_gaussian_blur.png,1,0.25
TCGA_CS_4941_19960909_12,brightness_contrast,TCGA_CS_4941_19960909_12_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_12,rotation,TCGA_CS_4941_19960909_12_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_rotation.png,1,0.25
TCGA_CS_4941_19960909_12,perspective_warp,TCGA_CS_4941_19960909_12_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_12,barrel_distortion,TCGA_CS_4941_19960909_12_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_12,pixelation,TCGA_CS_4941_19960909_12_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_12_pixelation.png,0,0.25
TCGA_CS_4941_19960909_13,original,TCGA_CS_4941_19960909_13_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_original.png,1,0.25
TCGA_CS_4941_19960909_13,gaussian_noise,TCGA_CS_4941_19960909_13_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_gaussian_noise.png,2,0.25
TCGA_CS_4941_19960909_13,salt_and_pepper,TCGA_CS_4941_19960909_13_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_salt_and_pepper.png,0,0.25
TCGA_CS_4941_19960909_13,gaussian_blur,TCGA_CS_4941_19960909_13_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_13,brightness_contrast,TCGA_CS_4941_19960909_13_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_13,rotation,TCGA_CS_4941_19960909_13_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_rotation.png,1,0.25
TCGA_CS_4941_19960909_13,perspective_warp,TCGA_CS_4941_19960909_13_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_13,barrel_distortion,TCGA_CS_4941_19960909_13_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_13,pixelation,TCGA_CS_4941_19960909_13_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_13_pixelation.png,0,0.25
TCGA_CS_4941_19960909_14,original,TCGA_CS_4941_19960909_14_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_original.png,0,0.25
TCGA_CS_4941_19960909_14,gaussian_noise,TCGA_CS_4941_19960909_14_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_gaussian_noise.png,0,0.25
TCGA_CS_4941_19960909_14,salt_and_pepper,TCGA_CS_4941_19960909_14_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_14,gaussian_blur,TCGA_CS_4941_19960909_14_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_14,brightness_contrast,TCGA_CS_4941_19960909_14_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_brightness_contrast.png,0,0.25
TCGA_CS_4941_19960909_14,rotation,TCGA_CS_4941_19960909_14_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_rotation.png,1,0.25
TCGA_CS_4941_19960909_14,perspective_warp,TCGA_CS_4941_19960909_14_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_14,barrel_distortion,TCGA_CS_4941_19960909_14_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_14,pixelation,TCGA_CS_4941_19960909_14_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_14_pixelation.png,0,0.25
TCGA_CS_4941_19960909_15,original,TCGA_CS_4941_19960909_15_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_original.png,1,0.25
TCGA_CS_4941_19960909_15,gaussian_noise,TCGA_CS_4941_19960909_15_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_gaussian_noise.png,0,0.25
TCGA_CS_4941_19960909_15,salt_and_pepper,TCGA_CS_4941_19960909_15_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_15,gaussian_blur,TCGA_CS_4941_19960909_15_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_15,brightness_contrast,TCGA_CS_4941_19960909_15_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_15,rotation,TCGA_CS_4941_19960909_15_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_rotation.png,1,0.25
TCGA_CS_4941_19960909_15,perspective_warp,TCGA_CS_4941_19960909_15_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_15,barrel_distortion,TCGA_CS_4941_19960909_15_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_15,pixelation,TCGA_CS_4941_19960909_15_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_15_pixelation.png,0,0.25
TCGA_CS_4941_19960909_16,original,TCGA_CS_4941_19960909_16_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_original.png,1,0.25
TCGA_CS_4941_19960909_16,gaussian_noise,TCGA_CS_4941_19960909_16_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_16,salt_and_pepper,TCGA_CS_4941_19960909_16_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_salt_and_pepper.png,2,0.25
TCGA_CS_4941_19960909_16,gaussian_blur,TCGA_CS_4941_19960909_16_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_16,brightness_contrast,TCGA_CS_4941_19960909_16_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_16,rotation,TCGA_CS_4941_19960909_16_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_rotation.png,1,0.25
TCGA_CS_4941_19960909_16,perspective_warp,TCGA_CS_4941_19960909_16_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_16,barrel_distortion,TCGA_CS_4941_19960909_16_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_16,pixelation,TCGA_CS_4941_19960909_16_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_16_pixelation.png,0,0.25
TCGA_CS_4941_19960909_17,original,TCGA_CS_4941_19960909_17_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_original.png,2,0.25
TCGA_CS_4941_19960909_17,gaussian_noise,TCGA_CS_4941_19960909_17_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_17,salt_and_pepper,TCGA_CS_4941_19960909_17_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_17,gaussian_blur,TCGA_CS_4941_19960909_17_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_17,brightness_contrast,TCGA_CS_4941_19960909_17_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_17,rotation,TCGA_CS_4941_19960909_17_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_rotation.png,0,0.25
TCGA_CS_4941_19960909_17,perspective_warp,TCGA_CS_4941_19960909_17_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_perspective_warp.png,0,0.25
TCGA_CS_4941_19960909_17,barrel_distortion,TCGA_CS_4941_19960909_17_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_17,pixelation,TCGA_CS_4941_19960909_17_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_17_pixelation.png,0,0.25
TCGA_CS_4941_19960909_18,original,TCGA_CS_4941_19960909_18_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_original.png,1,0.25
TCGA_CS_4941_19960909_18,gaussian_noise,TCGA_CS_4941_19960909_18_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_18,salt_and_pepper,TCGA_CS_4941_19960909_18_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_18,gaussian_blur,TCGA_CS_4941_19960909_18_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_18,brightness_contrast,TCGA_CS_4941_19960909_18_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_18,rotation,TCGA_CS_4941_19960909_18_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_rotation.png,0,0.25
TCGA_CS_4941_19960909_18,perspective_warp,TCGA_CS_4941_19960909_18_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_perspective_warp.png,0,0.25
TCGA_CS_4941_19960909_18,barrel_distortion,TCGA_CS_4941_19960909_18_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_18,pixelation,TCGA_CS_4941_19960909_18_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_18_pixelation.png,0,0.25
TCGA_CS_4941_19960909_19,original,TCGA_CS_4941_19960909_19_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_original.png,0,0.25
TCGA_CS_4941_19960909_19,gaussian_noise,TCGA_CS_4941_19960909_19_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_19,salt_and_pepper,TCGA_CS_4941_19960909_19_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_19,gaussian_blur,TCGA_CS_4941_19960909_19_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_19,brightness_contrast,TCGA_CS_4941_19960909_19_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_19,rotation,TCGA_CS_4941_19960909_19_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_rotation.png,0,0.25
TCGA_CS_4941_19960909_19,perspective_warp,TCGA_CS_4941_19960909_19_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_perspective_warp.png,0,0.25
TCGA_CS_4941_19960909_19,barrel_distortion,TCGA_CS_4941_19960909_19_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_barrel_distortion.png,0,0.25
TCGA_CS_4941_19960909_19,pixelation,TCGA_CS_4941_19960909_19_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_19_pixelation.png,0,0.25
TCGA_CS_4941_19960909_2,original,TCGA_CS_4941_19960909_2_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_original.png,0,0.25
TCGA_CS_4941_19960909_2,gaussian_noise,TCGA_CS_4941_19960909_2_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_2,salt_and_pepper,TCGA_CS_4941_19960909_2_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_2,gaussian_blur,TCGA_CS_4941_19960909_2_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_2,brightness_contrast,TCGA_CS_4941_19960909_2_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_brightness_contrast.png,0,0.25
TCGA_CS_4941_19960909_2,rotation,TCGA_CS_4941_19960909_2_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_rotation.png,0,0.25
TCGA_CS_4941_19960909_2,perspective_warp,TCGA_CS_4941_19960909_2_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_2,barrel_distortion,TCGA_CS_4941_19960909_2_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_2,pixelation,TCGA_CS_4941_19960909_2_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_2_pixelation.png,0,0.25
TCGA_CS_4941_19960909_20,original,TCGA_CS_4941_19960909_20_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_original.png,0,0.25
TCGA_CS_4941_19960909_20,gaussian_noise,TCGA_CS_4941_19960909_20_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_20,salt_and_pepper,TCGA_CS_4941_19960909_20_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_20,gaussian_blur,TCGA_CS_4941_19960909_20_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_gaussian_blur.png,1,0.25
TCGA_CS_4941_19960909_20,brightness_contrast,TCGA_CS_4941_19960909_20_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_20,rotation,TCGA_CS_4941_19960909_20_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_rotation.png,0,0.25
TCGA_CS_4941_19960909_20,perspective_warp,TCGA_CS_4941_19960909_20_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_20,barrel_distortion,TCGA_CS_4941_19960909_20_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_20,pixelation,TCGA_CS_4941_19960909_20_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_20_pixelation.png,0,0.25
TCGA_CS_4941_19960909_21,original,TCGA_CS_4941_19960909_21_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_original.png,1,0.25
TCGA_CS_4941_19960909_21,gaussian_noise,TCGA_CS_4941_19960909_21_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_21,salt_and_pepper,TCGA_CS_4941_19960909_21_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_21,gaussian_blur,TCGA_CS_4941_19960909_21_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_gaussian_blur.png,1,0.25
TCGA_CS_4941_19960909_21,brightness_contrast,TCGA_CS_4941_19960909_21_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_21,rotation,TCGA_CS_4941_19960909_21_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_rotation.png,1,0.25
TCGA_CS_4941_19960909_21,perspective_warp,TCGA_CS_4941_19960909_21_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_21,barrel_distortion,TCGA_CS_4941_19960909_21_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_21,pixelation,TCGA_CS_4941_19960909_21_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_21_pixelation.png,0,0.25
TCGA_CS_4941_19960909_22,original,TCGA_CS_4941_19960909_22_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_original.png,1,0.25
TCGA_CS_4941_19960909_22,gaussian_noise,TCGA_CS_4941_19960909_22_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_gaussian_noise.png,2,0.25
TCGA_CS_4941_19960909_22,salt_and_pepper,TCGA_CS_4941_19960909_22_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_22,gaussian_blur,TCGA_CS_4941_19960909_22_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_gaussian_blur.png,1,0.25
TCGA_CS_4941_19960909_22,brightness_contrast,TCGA_CS_4941_19960909_22_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_22,rotation,TCGA_CS_4941_19960909_22_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_rotation.png,1,0.25
TCGA_CS_4941_19960909_22,perspective_warp,TCGA_CS_4941_19960909_22_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_22,barrel_distortion,TCGA_CS_4941_19960909_22_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_22,pixelation,TCGA_CS_4941_19960909_22_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_22_pixelation.png,0,0.25
TCGA_CS_4941_19960909_23,original,TCGA_CS_4941_19960909_23_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_original.png,1,0.25
TCGA_CS_4941_19960909_23,gaussian_noise,TCGA_CS_4941_19960909_23_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_gaussian_noise.png,3,0.25
TCGA_CS_4941_19960909_23,salt_and_pepper,TCGA_CS_4941_19960909_23_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_salt_and_pepper.png,1,0.25
TCGA_CS_4941_19960909_23,gaussian_blur,TCGA_CS_4941_19960909_23_gaussian_blur.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_gaussian_blur.png,0,0.25
TCGA_CS_4941_19960909_23,brightness_contrast,TCGA_CS_4941_19960909_23_brightness_contrast.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_brightness_contrast.png,1,0.25
TCGA_CS_4941_19960909_23,rotation,TCGA_CS_4941_19960909_23_rotation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_rotation.png,1,0.25
TCGA_CS_4941_19960909_23,perspective_warp,TCGA_CS_4941_19960909_23_perspective_warp.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_perspective_warp.png,1,0.25
TCGA_CS_4941_19960909_23,barrel_distortion,TCGA_CS_4941_19960909_23_barrel_distortion.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_barrel_distortion.png,1,0.25
TCGA_CS_4941_19960909_23,pixelation,TCGA_CS_4941_19960909_23_pixelation.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_23_pixelation.png,0,0.25
TCGA_CS_4941_19960909_3,original,TCGA_CS_4941_19960909_3_original.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_original.png,1,0.25
TCGA_CS_4941_19960909_3,gaussian_noise,TCGA_CS_4941_19960909_3_gaussian_noise.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_gaussian_noise.png,1,0.25
TCGA_CS_4941_19960909_3,salt_and_pepper,TCGA_CS_4941_19960909_3_salt_and_pepper.png,results\results_augmented\distorted_images\TCGA_CS_4941_19960909_3_salt_and_pepper.png,1,0.25
